Incident ID,Incident Date,State,City Or County,Address,json,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,county,FIPS
3044942,"October 10, 2024",Ohio,Cleveland (Cleveland Heights),13263 Cedar Rd,"[{""place_id"":340583252,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":4195061947,""lat"":""41.5162375"",""lon"":""-81.569692"",""class"":""office"",""type"":""lawyer"",""place_rank"":30,""importance"":5.7046616311848895e-05,""addresstype"":""office"",""name"":""Ohio Accident Attorneys"",""display_name"":""Ohio Accident Attorneys, 2490, Lee Boulevard, Heights Rockefeller, Cleveland, Cuyahoga County, Ohio, 44118, United States"",""boundingbox"":[""41.5161875"",""41.5162875"",""-81.5697420"",""-81.5696420""]},{""place_id"":342175991,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":3641023321,""lat"":""41.503575"",""lon"":""-81.5657371"",""class"":""amenity"",""type"":""bank"",""place_rank"":30,""importance"":5.7046616311848895e-05,""addresstype"":""amenity"",""name"":""Ohio Savings Bank"",""display_name"":""Ohio Savings Bank, 2066, Lee Road, Cedar Lee, Cleveland Heights, Cuyahoga County, Ohio, 44118, United States"",""boundingbox"":[""41.5035250"",""41.5036250"",""-81.5657871"",""-81.5656871""]},{""place_id"":342685351,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":11259162,""lat"":""41.48686305"",""lon"":""-81.6934901295529"",""class"":""leisure"",""type"":""park"",""place_rank"":24,""importance"":0.08007460975051496,""addresstype"":""park"",""name"":""Ohio & Erie Canal Reservation"",""display_name"":""Ohio & Erie Canal Reservation, Tremont, Cleveland, Cuyahoga County, Ohio, United States"",""boundingbox"":[""41.4824371"",""41.4950649"",""-81.6945128"",""-81.6848694""]},{""place_id"":341380943,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":11791172,""lat"":""41.43138252368654"",""lon"":""-81.57827800013314"",""class"":""highway"",""type"":""residential"",""place_rank"":26,""importance"":0.05340794308384829,""addresstype"":""road"",""name"":""Ohio Avenue"",""display_name"":""Ohio Avenue, Cleveland, Cuyahoga County, Ohio, 44128, United States"",""boundingbox"":[""41.4313630"",""41.4314020"",""-81.5817650"",""-81.5747910""]},{""place_id"":343006513,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":661058313,""lat"":""41.47461266456024"",""lon"":""-81.68731713222442"",""class"":""highway"",""type"":""cycleway"",""place_rank"":27,""importance"":0.04007460975051498,""addresstype"":""road"",""name"":""Ohio & Erie Canal Towpath Trail"",""display_name"":""Ohio & Erie Canal Towpath Trail, Tremont, Cleveland, Cuyahoga County, Ohio, 44113, United States"",""boundingbox"":[""41.4673449"",""41.4756918"",""-81.6882352"",""-81.6790897""]},{""place_id"":342791380,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":2274130827,""lat"":""41.5002094"",""lon"":""-81.5556634"",""class"":""office"",""type"":""government"",""place_rank"":30,""importance"":5.7046616311848895e-05,""addresstype"":""office"",""name"":""Ohio Bureau of Motor Vehicles"",""display_name"":""Ohio Bureau of Motor Vehicles, 2173, South Taylor Road, Cedarbrook, University Heights, Cuyahoga County, Ohio, 44118, United States"",""boundingbox"":[""41.5001594"",""41.5002594"",""-81.5557134"",""-81.5556134""]},{""place_id"":342170495,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3956408,""lat"":""41.4314204"",""lon"":""-81.66959482466142"",""class"":""place"",""type"":""house"",""place_rank"":30,""importance"":5.8899061570107844e-05,""addresstype"":""place"",""name"":""Ohio & Erie Canal Reservation"",""display_name"":""Ohio & Erie Canal Reservation, 4524, East 49th Street, Karlin, Cuyahoga Heights, Cuyahoga County, Ohio, 44125, United States"",""boundingbox"":[""41.3935099"",""41.4929989"",""-81.7235632"",""-81.6263214""]}]",Cleveland Heights High School,0,0,0,0,1,Cuyahoga County,39035
3044807,"October 10, 2024",Illinois,Chicago,4837 W Erie St,"[{""place_id"":343640270,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Nash Elementary School,0,0,0,0,0,Cook County,17031
3048672,"October 10, 2024",Idaho,Caldwell,3401 S Indiana Ave,"[{""place_id"":303202996,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":121336,""lat"":""43.6678736"",""lon"":""-116.689415"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5070185211132949,""addresstype"":""city"",""name"":""Caldwell"",""display_name"":""Caldwell, Canyon County, Idaho, United States"",""boundingbox"":[""43.5825870"",""43.6977870"",""-116.7233160"",""-116.5833960""]}]",Caldwell Senior High School,0,0,0,0,1,Canyon County,16027
3045022,"October 10, 2024",Mississippi,Petal,203 E Central Ave,"[{""place_id"":278634396,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":4845091,""lat"":""31.3465627"",""lon"":""-89.2600605"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3523734535646894,""addresstype"":""city"",""name"":""Petal"",""display_name"":""Petal, Forrest County, Mississippi, 39465, United States"",""boundingbox"":[""31.3103042"",""31.3758871"",""-89.2861830"",""-89.1733373""]}]",Petal Middle School,0,0,0,0,1,Forrest County,28035
3043732,"October 8, 2024",New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,"[{""place_id"":306791871,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":171262,""lat"":""35.0841034"",""lon"":""-106.650985"",""class"":""place"",""type"":""city"",""place_rank"":16,""importance"":0.6411165531524182,""addresstype"":""city"",""name"":""Albuquerque"",""display_name"":""Albuquerque, Bernalillo County, New Mexico, United States"",""boundingbox"":[""34.9470871"",""35.2182030"",""-106.8821501"",""-106.4706258""]}]",Atrisco Heritage Academy High School,0,0,0,0,1,Bernalillo County,35001
3043605,"October 8, 2024",Texas,Crandall,13385 FM 3039,"[{""place_id"":308953848,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":8473037,""lat"":""32.6279113"",""lon"":""-96.4558196"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.46116305514827727,""addresstype"":""city"",""name"":""Crandall"",""display_name"":""Crandall, Kaufman County, Texas, United States"",""boundingbox"":[""32.6000036"",""32.6534646"",""-96.4833074"",""-96.4132164""]},{""place_id"":309405915,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":610541465,""lat"":""32.6279113"",""lon"":""-96.4558196"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.46116305514827727,""addresstype"":""town"",""name"":""Crandall"",""display_name"":""Crandall, Kaufman County, Texas, United States"",""boundingbox"":[""32.6000036"",""32.6534646"",""-96.4833074"",""-96.4132164""]}]",Crandall High School,0,0,0,0,1,Kaufman County,48257
3045415,"October 7, 2024",Ohio,Cleveland (Cleveland Heights),13263 Cedar Rd,"[{""place_id"":340583252,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":4195061947,""lat"":""41.5162375"",""lon"":""-81.569692"",""class"":""office"",""type"":""lawyer"",""place_rank"":30,""importance"":5.7046616311848895e-05,""addresstype"":""office"",""name"":""Ohio Accident Attorneys"",""display_name"":""Ohio Accident Attorneys, 2490, Lee Boulevard, Heights Rockefeller, Cleveland, Cuyahoga County, Ohio, 44118, United States"",""boundingbox"":[""41.5161875"",""41.5162875"",""-81.5697420"",""-81.5696420""]},{""place_id"":342175991,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":3641023321,""lat"":""41.503575"",""lon"":""-81.5657371"",""class"":""amenity"",""type"":""bank"",""place_rank"":30,""importance"":5.7046616311848895e-05,""addresstype"":""amenity"",""name"":""Ohio Savings Bank"",""display_name"":""Ohio Savings Bank, 2066, Lee Road, Cedar Lee, Cleveland Heights, Cuyahoga County, Ohio, 44118, United States"",""boundingbox"":[""41.5035250"",""41.5036250"",""-81.5657871"",""-81.5656871""]},{""place_id"":342685351,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":11259162,""lat"":""41.48686305"",""lon"":""-81.6934901295529"",""class"":""leisure"",""type"":""park"",""place_rank"":24,""importance"":0.08007460975051496,""addresstype"":""park"",""name"":""Ohio & Erie Canal Reservation"",""display_name"":""Ohio & Erie Canal Reservation, Tremont, Cleveland, Cuyahoga County, Ohio, United States"",""boundingbox"":[""41.4824371"",""41.4950649"",""-81.6945128"",""-81.6848694""]},{""place_id"":341380943,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":11791172,""lat"":""41.43138252368654"",""lon"":""-81.57827800013314"",""class"":""highway"",""type"":""residential"",""place_rank"":26,""importance"":0.05340794308384829,""addresstype"":""road"",""name"":""Ohio Avenue"",""display_name"":""Ohio Avenue, Cleveland, Cuyahoga County, Ohio, 44128, United States"",""boundingbox"":[""41.4313630"",""41.4314020"",""-81.5817650"",""-81.5747910""]},{""place_id"":343006513,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":661058313,""lat"":""41.47461266456024"",""lon"":""-81.68731713222442"",""class"":""highway"",""type"":""cycleway"",""place_rank"":27,""importance"":0.04007460975051498,""addresstype"":""road"",""name"":""Ohio & Erie Canal Towpath Trail"",""display_name"":""Ohio & Erie Canal Towpath Trail, Tremont, Cleveland, Cuyahoga County, Ohio, 44113, United States"",""boundingbox"":[""41.4673449"",""41.4756918"",""-81.6882352"",""-81.6790897""]},{""place_id"":342791380,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":2274130827,""lat"":""41.5002094"",""lon"":""-81.5556634"",""class"":""office"",""type"":""government"",""place_rank"":30,""importance"":5.7046616311848895e-05,""addresstype"":""office"",""name"":""Ohio Bureau of Motor Vehicles"",""display_name"":""Ohio Bureau of Motor Vehicles, 2173, South Taylor Road, Cedarbrook, University Heights, Cuyahoga County, Ohio, 44118, United States"",""boundingbox"":[""41.5001594"",""41.5002594"",""-81.5557134"",""-81.5556134""]},{""place_id"":342170495,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3956408,""lat"":""41.4314204"",""lon"":""-81.66959482466142"",""class"":""place"",""type"":""house"",""place_rank"":30,""importance"":5.8899061570107844e-05,""addresstype"":""place"",""name"":""Ohio & Erie Canal Reservation"",""display_name"":""Ohio & Erie Canal Reservation, 4524, East 49th Street, Karlin, Cuyahoga Heights, Cuyahoga County, Ohio, 44125, United States"",""boundingbox"":[""41.3935099"",""41.4929989"",""-81.7235632"",""-81.6263214""]}]",Cleveland Heights High School,0,0,0,0,1,Cuyahoga County,39035
3043190,"October 7, 2024",Oklahoma,Oklahoma City,9201 SW 59th St E,"[{""place_id"":308760533,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":185048,""lat"":""35.4729886"",""lon"":""-97.5170536"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6384631523074409,""addresstype"":""city"",""name"":""Oklahoma City"",""display_name"":""Oklahoma City, Oklahoma County, Oklahoma, United States"",""boundingbox"":[""35.2906950"",""35.6748662"",""-97.8309480"",""-97.1247180""]}]",Prairie View Elementary School,0,0,0,0,0,Oklahoma County,40109
3041305,"October 5, 2024",Alabama,Montgomery,915 S Jackson St,"[{""place_id"":317493166,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110842,""lat"":""32.37742"",""lon"":""-86.3091683"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6151193015292186,""addresstype"":""city"",""name"":""Montgomery"",""display_name"":""Montgomery, Montgomery County, Alabama, United States"",""boundingbox"":[""32.2505507"",""32.4378726"",""-86.4430050"",""-86.0691662""]},{""place_id"":315578731,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1848793,""lat"":""32.1672192"",""lon"":""-86.1999118"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5357805926493571,""addresstype"":""county"",""name"":""Montgomery County"",""display_name"":""Montgomery County, Alabama, United States"",""boundingbox"":[""31.9649490"",""32.5017263"",""-86.4986076"",""-85.9185770""]}]",Alabama State University,0,0,0,0,2,Montgomery County,1101
3041977,"October 5, 2024",Indiana,Indianapolis,3360 W 30th St,"[{""place_id"":311566025,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1812962,""lat"":""39.7683331"",""lon"":""-86.1583502"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6876892656703354,""addresstype"":""city"",""name"":""Indianapolis"",""display_name"":""Indianapolis, Marion County, Indiana, United States"",""boundingbox"":[""39.6321626"",""39.9275253"",""-86.3281207"",""-85.9380401""]}]",Cardinal Ritter High School Football Field,0,2,0,0,0,Marion County,18097
3043114,"October 4, 2024",North Carolina,Winston Salem (Winston-salem),3545 Carver School Rd,"[{""place_id"":314468684,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":11253946643,""lat"":""36.0942506"",""lon"":""-80.2738634"",""class"":""shop"",""type"":""supermarket"",""place_rank"":30,""importance"":6.560692759589558e-05,""addresstype"":""shop"",""name"":""Whole Foods Market"",""display_name"":""Whole Foods Market, 41, Miller Street, West Highlands, Winston-Salem, Forsyth County, North Carolina, 27104, United States"",""boundingbox"":[""36.0942006"",""36.0943006"",""-80.2739134"",""-80.2738134""]},{""place_id"":315277361,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":14118763,""lat"":""36.089515399999996"",""lon"":""-80.22397373065107"",""class"":""amenity"",""type"":""university"",""place_rank"":30,""importance"":0.42184412202527166,""addresstype"":""amenity"",""name"":""Winston-Salem State University"",""display_name"":""Winston-Salem State University, 601, South Martin Luther King Jr Drive, Columbia Heights, Winston-Salem, Forsyth County, North Carolina, 27110, United States"",""boundingbox"":[""36.0862097"",""36.0940156"",""-80.2309409"",""-80.2195846""]},{""place_id"":314781840,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":1028563371,""lat"":""36.127878499999994"",""lon"":""-80.25388292173514"",""class"":""leisure"",""type"":""stadium"",""place_rank"":30,""importance"":0.32649689072535304,""addresstype"":""leisure"",""name"":""Winston-Salem Fairgrounds Annex"",""display_name"":""Winston-Salem Fairgrounds Annex, 414, Deacon Boulevard, Winston-Salem, Forsyth County, North Carolina, 27105, United States"",""boundingbox"":[""36.1273667"",""36.1285187"",""-80.2543958"",""-80.2533621""]}]",Carver High School,0,0,0,0,1,Forsyth County,37067
3040834,"October 4, 2024",Florida,Rockledge,220 Rockledge Ave,"[{""place_id"":279219378,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":117655,""lat"":""28.330831"",""lon"":""-80.7349162"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.44702449591855703,""addresstype"":""suburb"",""name"":""Rockledge"",""display_name"":""Rockledge, Brevard County, Florida, United States"",""boundingbox"":[""28.2780439"",""28.3494555"",""-80.7799588"",""-80.7006798""]}]",Rockledge High School,0,0,0,0,3,Brevard County,12009
3041144,"October 4, 2024",Texas,Weslaco,784 N Westgate Dr,"[{""place_id"":292396681,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":113776,""lat"":""26.1594305"",""lon"":""-97.9907362"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4786837421054533,""addresstype"":""city"",""name"":""Weslaco"",""display_name"":""Weslaco, Hidalgo County, Texas, United States"",""boundingbox"":[""26.0964026"",""26.2458303"",""-98.0373016"",""-97.9140635""]}]","Bobby Lackey Stadium, Weslaco High School",0,0,0,0,1,Hidalgo County,48215
3039796,"October 3, 2024",Nevada,North Las Vegas,3500 W Gilmore Ave,"[{""place_id"":296394008,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170118,""lat"":""36.2005843"",""lon"":""-115.121584"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4959029394734594,""addresstype"":""city"",""name"":""North Las Vegas"",""display_name"":""North Las Vegas, Clark County, Nevada, United States"",""boundingbox"":[""36.1848302"",""36.3358900"",""-115.2120179"",""-114.9545510""]}]",Theron L. Swainston Middle School,0,0,0,0,1,Clark County,32003
3039688,"October 3, 2024",Michigan,Eastpointe,15501 Couzens Ave,"[{""place_id"":341971489,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":134512,""lat"":""42.4683698"",""lon"":""-82.9554746"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4795643233455491,""addresstype"":""town"",""name"":""Eastpointe"",""display_name"":""Eastpointe, Macomb County, Michigan, 48021, United States"",""boundingbox"":[""42.4498168"",""42.4805180"",""-82.9718921"",""-82.9165500""]}]",Eastpointe High School,0,0,0,0,1,Macomb County,26099
3040286,"October 3, 2024",North Carolina,Garner,8228 Hebron Church Rd,"[{""place_id"":317946077,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180064,""lat"":""35.7112642"",""lon"":""-78.6141709"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5099802851639225,""addresstype"":""town"",""name"":""Garner"",""display_name"":""Garner, Wake County, North Carolina, United States"",""boundingbox"":[""35.6440070"",""35.7313099"",""-78.7005239"",""-78.5315710""]}]",South Garner High School,0,0,0,0,1,Wake County,37183
3039845,"October 3, 2024",Texas,Palestine,1600 TX-256 Loop,"[{""place_id"":281203831,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":114504,""lat"":""31.7621153"",""lon"":""-95.6307891"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5170096736602698,""addresstype"":""town"",""name"":""Palestine"",""display_name"":""Palestine, Anderson County, Texas, United States"",""boundingbox"":[""31.6952698"",""31.8084308"",""-95.7242641"",""-95.5677611""]}]",Palestine High School,0,0,0,0,0,Anderson County,48001
3038999,"October 2, 2024",Mississippi,Columbus,215 Hemlock St,"[{""place_id"":308093646,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":7154008,""lat"":""33.4956744"",""lon"":""-88.4272627"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5224934202610177,""addresstype"":""city"",""name"":""Columbus"",""display_name"":""Columbus, Lowndes County, Mississippi, 39703, United States"",""boundingbox"":[""33.4562690"",""33.5578660"",""-88.4893810"",""-88.3631000""]}]",Columbus High School,0,0,0,0,1,Lowndes County,28087
3041649,"October 2, 2024",California,Petaluma,680 Sonoma Mountain Pkwy,"[{""place_id"":296538870,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":113151,""lat"":""38.2325829"",""lon"":""-122.636465"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5334816885267647,""addresstype"":""city"",""name"":""Petaluma"",""display_name"":""Petaluma, Sonoma County, California, United States"",""boundingbox"":[""38.2051864"",""38.2987180"",""-122.6833876"",""-122.5674046""]}]",Santa Rosa Junior College,0,0,0,0,0,Sonoma County,6097
3039075,"October 2, 2024",Idaho,Hagerman,150 E Lake St W,"[{""place_id"":303724815,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":121377,""lat"":""42.8121244"",""lon"":""-114.898669"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.38309353834089604,""addresstype"":""city"",""name"":""Hagerman"",""display_name"":""Hagerman, Gooding County, Idaho, 83332, United States"",""boundingbox"":[""42.8060330"",""42.8263550"",""-114.9046990"",""-114.8872380""]}]",Hagerman Jr/Sr High School,0,0,0,0,1,Gooding County,16047
3038740,"October 1, 2024",Louisiana,Saint Francisville,8604 US-61,"[{""place_id"":280723552,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":132112,""lat"":""30.7807244"",""lon"":""-91.3763353"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.413086008714827,""addresstype"":""town"",""name"":""St. Francisville"",""display_name"":""St. Francisville, West Feliciana Parish, Louisiana, United States"",""boundingbox"":[""30.7690620"",""30.8066730"",""-91.3937830"",""-91.3619080""]}]",West Feliciana High School,0,0,0,0,2,West Feliciana Parish,22125
3039369,"October 1, 2024",Massachusetts,Brockton,470 Forest Ave,"[{""place_id"":335124056,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2395709,""lat"":""42.0834335"",""lon"":""-71.0183787"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5296624697274476,""addresstype"":""city"",""name"":""Brockton"",""display_name"":""Brockton, Plymouth County, Massachusetts, United States"",""boundingbox"":[""42.0421788"",""42.1265268"",""-71.0804832"",""-70.9750729""]}]",Brockton High School,0,0,0,0,1,Plymouth County,25023
3038610,"October 1, 2024",New Mexico,Albuquerque,7801 Candelaria Rd NE,"[{""place_id"":306791871,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":171262,""lat"":""35.0841034"",""lon"":""-106.650985"",""class"":""place"",""type"":""city"",""place_rank"":16,""importance"":0.6411165531524182,""addresstype"":""city"",""name"":""Albuquerque"",""display_name"":""Albuquerque, Bernalillo County, New Mexico, United States"",""boundingbox"":[""34.9470871"",""35.2182030"",""-106.8821501"",""-106.4706258""]}]",Sandia High School,0,0,0,0,0,Bernalillo County,35001
3039873,"October 1, 2024",Texas,Waco,2020 N 42nd St,"[{""place_id"":291282235,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":113870,""lat"":""31.5491899"",""lon"":""-97.1474628"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6116829870164946,""addresstype"":""city"",""name"":""Waco"",""display_name"":""Waco, McLennan County, Texas, United States"",""boundingbox"":[""31.4467270"",""31.6603867"",""-97.3291760"",""-97.0447115""]}]",Waco High School,0,0,0,0,1,McLennan County,48309
3038321,"October 1, 2024",Illinois,Ottawa,211 E Main St,"[{""place_id"":344086312,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126746,""lat"":""41.3516628"",""lon"":""-88.845436"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5262697330070755,""addresstype"":""town"",""name"":""Ottawa"",""display_name"":""Ottawa, LaSalle County, Illinois, 61350, United States"",""boundingbox"":[""41.3096910"",""41.3979350"",""-88.8904320"",""-88.7631770""]}]",Ottawa Township High School,0,0,0,0,1,LaSalle County,17099
3039547,"September 30, 2024",North Carolina,Eden,134 N Pierce St,"[{""place_id"":320757334,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179999,""lat"":""36.4884715"",""lon"":""-79.7667026"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.48325903356116123,""addresstype"":""town"",""name"":""Eden"",""display_name"":""Eden, Rockingham County, North Carolina, United States"",""boundingbox"":[""36.4704007"",""36.5337870"",""-79.7881279"",""-79.6797140""]}]",Morehead High School,0,0,0,0,1,Rockingham County,37157
3037320,"September 30, 2024",Texas,Abilene,4134 Beltway S,"[{""place_id"":309268500,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3488539,""lat"":""32.44645"",""lon"":""-99.7475905"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5965227151624132,""addresstype"":""city"",""name"":""Abilene"",""display_name"":""Abilene, Taylor County, Texas, United States"",""boundingbox"":[""32.3431879"",""32.6244810"",""-99.8675851"",""-99.6230840""]}]",Wylie West Junior High School,0,0,0,0,1,Taylor County,48441
3037016,"September 30, 2024",Texas,Harlingen,125 S 13th St,"[{""place_id"":290945689,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":114526,""lat"":""26.1907543"",""lon"":""-97.6960599"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5615736712081255,""addresstype"":""city"",""name"":""Harlingen"",""display_name"":""Harlingen, Cameron County, Texas, 78550, United States"",""boundingbox"":[""26.0571230"",""26.2798940"",""-97.7963560"",""-97.6157810""]}]",Vernon Middle School,0,0,0,0,1,Cameron County,48061
3039367,"September 30, 2024",Virginia,Stafford,1700 Courthouse Rd,"[{""place_id"":321713744,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1149987,""lat"":""38.4167265"",""lon"":""-77.4579783"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5445273447332523,""addresstype"":""county"",""name"":""Stafford County"",""display_name"":""Stafford County, Virginia, United States"",""boundingbox"":[""38.2421240"",""38.5925772"",""-77.6352311"",""-77.2862128""]},{""place_id"":321020063,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":158290198,""lat"":""38.4222681"",""lon"":""-77.4084067"",""class"":""place"",""type"":""town"",""place_rank"":18,""importance"":0.415492315502744,""addresstype"":""town"",""name"":""Stafford"",""display_name"":""Stafford, Stafford County, Virginia, 22554, United States"",""boundingbox"":[""38.3822681"",""38.4622681"",""-77.4484067"",""-77.3684067""]}]",Brooke Point High School,0,0,0,0,1,Stafford County,51179
