Incident ID,Incident Date,State,City Or County,json,county,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,FIPS
1838368,2020-10-29T00:00:00Z,Florida,Winter Garden,"[{""place_id"":260933758,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":117701,""lat"":""28.5656649"",""lon"":""-81.5856742"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3977523933320028,""addresstype"":""suburb"",""name"":""Winter Garden"",""display_name"":""Winter Garden, Orange County, Florida, 34787, United States"",""boundingbox"":[""28.4966394"",""28.5955510"",""-81.6574070"",""-81.5575080""]}]",Orange County,Center St and 11th St,0,4,0,0,0,12095
1837146,2020-10-28T00:00:00Z,Virginia,Roanoke,"[{""place_id"":3507240,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":206561,""lat"":""37.270973"",""lon"":""-79.9414313"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5295526704028372,""addresstype"":""city"",""name"":""Roanoke"",""display_name"":""Roanoke, Virginia, United States"",""boundingbox"":[""37.2118995"",""37.3376132"",""-80.0374765"",""-79.8785498""]}]",Roanoke County,1400 block of Rorer Ave SW,0,4,0,0,0,51161
1837429,2020-10-28T00:00:00Z,New Jersey,Newark,"[{""place_id"":312786753,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170486,""lat"":""40.735657"",""lon"":""-74.1723667"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6057204777699764,""addresstype"":""city"",""name"":""Newark"",""display_name"":""Newark, Essex County, New Jersey, United States"",""boundingbox"":[""40.6732502"",""40.7881387"",""-74.2513334"",""-74.1141786""]}]",Essex County,381 S 6th St,1,3,0,0,1,34013
1834216,2020-10-25T00:00:00Z,Texas,Fort Worth,"[{""place_id"":401552655,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":115274,""lat"":""32.753177"",""lon"":""-97.3327459"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6571698841884059,""addresstype"":""city"",""name"":""Fort Worth"",""display_name"":""Fort Worth, Tarrant County, Texas, United States"",""boundingbox"":[""32.5515840"",""33.0495290"",""-97.5923880"",""-97.0335808""]}]",Tarrant County,1900 block of Carver Ave,2,3,0,0,0,48439
1835030,2020-10-25T00:00:00Z,Texas,San Antonio,"[{""place_id"":305573418,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":253556,""lat"":""29.4246002"",""lon"":""-98.4951405"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6766623719888263,""addresstype"":""city"",""name"":""San Antonio"",""display_name"":""San Antonio, Bexar County, Texas, United States"",""boundingbox"":[""29.1862572"",""29.7309623"",""-98.8131865"",""-98.2230029""]}]",Bexar County,2800 block of W Hutchins Pl,1,3,0,0,0,48029
1834280,2020-10-25T00:00:00Z,North Carolina,Raleigh,"[{""place_id"":368012281,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179052,""lat"":""35.7803977"",""lon"":""-78.6390989"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6426055456818957,""addresstype"":""city"",""name"":""Raleigh"",""display_name"":""Raleigh, Wake County, North Carolina, United States"",""boundingbox"":[""35.7082575"",""35.9707360"",""-78.8189744"",""-78.4707917""]}]",Wake County,1731 Trawick Rd,1,3,0,0,2,37183
1834617,2020-10-24T00:00:00Z,Mississippi,Greenwood,"[{""place_id"":322741155,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":109874,""lat"":""33.5162315"",""lon"":""-90.1795281"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4883126348298737,""addresstype"":""town"",""name"":""Greenwood"",""display_name"":""Greenwood, Leflore County, Mississippi, United States"",""boundingbox"":[""33.4716090"",""33.5517830"",""-90.2518360"",""-90.1445570""]}]",Leflore County,W Martin Luther King Dr,2,8,0,0,1,28083
1832977,2020-10-22T00:00:00Z,Louisiana,Rayne,"[{""place_id"":263979687,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131587,""lat"":""30.234925"",""lon"":""-92.2684617"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.36208607708955337,""addresstype"":""town"",""name"":""Rayne"",""display_name"":""Rayne, Acadia Parish, Louisiana, 70578, United States"",""boundingbox"":[""30.2189035"",""30.2655115"",""-92.2998542"",""-92.2102652""]}]",Acadia Parish,I-10,0,5,0,0,1,22001
1832014,2020-10-22T00:00:00Z,Florida,Miami,"[{""place_id"":295808510,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1216769,""lat"":""25.7741728"",""lon"":""-80.19362"",""class"":""place"",""type"":""city"",""place_rank"":16,""importance"":0.7258505731712261,""addresstype"":""city"",""name"":""Miami"",""display_name"":""Miami, Miami-Dade County, Florida, United States"",""boundingbox"":[""25.7090517"",""25.8557827"",""-80.3197600"",""-80.1391570""]}]",Miami-Dade County,1830 NW 50 St,1,3,0,0,0,12086
1831995,2020-10-22T00:00:00Z,Massachusetts,Boston,"[{""place_id"":17751024,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2315704,""lat"":""42.3554334"",""lon"":""-71.060511"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7627411749352166,""addresstype"":""city"",""name"":""Boston"",""display_name"":""Boston, Suffolk County, Massachusetts, United States"",""boundingbox"":[""42.2279112"",""42.3969775"",""-71.1912442"",""-70.8044881""]}]",Suffolk County,Columbia Rd and Stanwood St,0,4,0,0,0,25025
1831091,2020-10-22T00:00:00Z,Maryland,Baltimore,"[{""place_id"":398395451,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",Baltimore County,500 block of W Franklin St,0,4,0,0,0,24005
1830875,2020-10-21T00:00:00Z,New York,Brooklyn,"[{""place_id"":311496485,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":9691750,""lat"":""40.6526006"",""lon"":""-73.9497211"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.6763798530914006,""addresstype"":""suburb"",""name"":""Brooklyn"",""display_name"":""Brooklyn, Kings County, City of New York, New York, United States"",""boundingbox"":[""40.5503390"",""40.7394340"",""-74.0566880"",""-73.8329450""]}]",Kings County,Nostrand Ave and Hawthorne St,1,5,0,0,1,36047
1830822,2020-10-21T00:00:00Z,Mississippi,Canton,"[{""place_id"":321097122,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":8322809,""lat"":""32.612602"",""lon"":""-90.0367512"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4730909097179604,""addresstype"":""town"",""name"":""Canton"",""display_name"":""Canton, Madison County, Mississippi, 39046, United States"",""boundingbox"":[""32.5620520"",""32.6530390"",""-90.0914930"",""-89.9729800""]}]",Madison County,1427 W Peace St,2,2,0,0,1,28089
1830092,2020-10-20T00:00:00Z,Texas,Houston,"[{""place_id"":265084567,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2688911,""lat"":""29.7589382"",""lon"":""-95.3676974"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7273179768405511,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Harris County, Texas, United States"",""boundingbox"":[""29.5370705"",""30.1103506"",""-95.9097419"",""-95.0120525""]}]",Houston County,2117 Chenevert St,3,1,0,0,2,48225
1829132,2020-10-19T00:00:00Z,Ohio,Mansfield,"[{""place_id"":25159776,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":182659,""lat"":""40.75839"",""lon"":""-82.5154471"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4990262879924212,""addresstype"":""town"",""name"":""Mansfield"",""display_name"":""Mansfield, Richland County, Ohio, United States"",""boundingbox"":[""40.6886407"",""40.8436307"",""-82.5900433"",""-82.4560819""]}]",Richland County,136 Sturges Ave,0,5,0,0,0,39139
1828796,2020-10-19T00:00:00Z,Louisiana,New Orleans,"[{""place_id"":294029191,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131885,""lat"":""29.9759983"",""lon"":""-90.0782127"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7147006329338063,""addresstype"":""city"",""name"":""New Orleans"",""display_name"":""New Orleans, Orleans Parish, Louisiana, United States"",""boundingbox"":[""29.8654809"",""30.1994687"",""-90.1399307"",""-89.6251763""]}]",Orleans Parish,2599 N Prieur St,1,3,0,0,0,22071
1827437,2020-10-18T00:00:00Z,Maryland,Annapolis,"[{""place_id"":3895389,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133571,""lat"":""38.9786401"",""lon"":""-76.492786"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6186859010142014,""addresstype"":""city"",""name"":""Annapolis"",""display_name"":""Annapolis, Anne Arundel County, Maryland, United States"",""boundingbox"":[""38.9424993"",""39.0025548"",""-76.5395832"",""-76.4686762""]}]",Anne Arundel County,100 block of Clay St,1,3,0,0,0,24003
1828080,2020-10-18T00:00:00Z,Illinois,Chicago,"[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Cook County,200 block of N Sacramento Blvd,1,4,0,0,0,17031
1828019,2020-10-18T00:00:00Z,Tennessee,Nashville,"[{""place_id"":325225123,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197472,""lat"":""36.1622767"",""lon"":""-86.7742984"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6981518794568238,""addresstype"":""city"",""name"":""Nashville-Davidson"",""display_name"":""Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""35.9677850"",""36.4054960"",""-87.0547660"",""-86.5155880""]}]",Davidson County,1100 block of W Grove Ave,0,4,0,0,0,47037
1826680,2020-10-17T00:00:00Z,New York,Lockport,"[{""place_id"":307215334,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":175484,""lat"":""43.1687104"",""lon"":""-78.696567"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.4393957137808885,""addresstype"":""city"",""name"":""City of Lockport"",""display_name"":""City of Lockport, Niagara County, New York, 14094, United States"",""boundingbox"":[""43.1452240"",""43.1939060"",""-78.7435280"",""-78.6630390""]}]",Niagara County,43 S Niagara St,1,5,0,0,2,36063
1826613,2020-10-17T00:00:00Z,South Carolina,Rock Hill,"[{""place_id"":328151706,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":194082,""lat"":""34.9248667"",""lon"":""-81.0250784"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4775561827147153,""addresstype"":""city"",""name"":""Rock Hill"",""display_name"":""Rock Hill, York County, South Carolina, United States"",""boundingbox"":[""34.8708380"",""35.0148120"",""-81.1252190"",""-80.9281010""]}]",York County,524 N Anderson Rd,0,5,0,0,1,45091
1826444,2020-10-16T00:00:00Z,California,San Jose,"[{""place_id"":310471028,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":112143,""lat"":""37.3361663"",""lon"":""-121.890591"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6734083188679881,""addresstype"":""city"",""name"":""San Jose"",""display_name"":""San Jose, Santa Clara County, California, United States"",""boundingbox"":[""37.1231596"",""37.4691477"",""-122.0460405"",""-121.5858438""]}]",Santa Clara County,175 S Capitol Ave,2,4,0,0,3,6085
1825525,2020-10-16T00:00:00Z,Florida,Orlando,"[{""place_id"":406536012,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1128379,""lat"":""28.5421109"",""lon"":""-81.3790304"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6785617446416422,""addresstype"":""city"",""name"":""Orlando"",""display_name"":""Orlando, Orange County, Florida, United States"",""boundingbox"":[""28.3480634"",""28.6142830"",""-81.5075377"",""-81.2275862""]}]",Orange County,2000 block of N Forsyth Rd,3,1,0,0,0,12095
1826655,2020-10-16T00:00:00Z,Arizona,Mesa,"[{""place_id"":319347825,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110815,""lat"":""33.4151005"",""lon"":""-111.831455"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5743299358617914,""addresstype"":""city"",""name"":""Mesa"",""display_name"":""Mesa, Maricopa County, Arizona, United States"",""boundingbox"":[""33.2776240"",""33.5133760"",""-111.8944023"",""-111.5805913""]}]",Maricopa County,2115 Guadalupe Rd,1,6,0,0,3,4013
1826675,2020-10-16T00:00:00Z,California,San Francisco,"[{""place_id"":391760233,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111968,""lat"":""37.7792588"",""lon"":""-122.4193286"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7718570210055521,""addresstype"":""city"",""name"":""San Francisco"",""display_name"":""San Francisco, California, United States"",""boundingbox"":[""37.6403143"",""37.9298110"",""-123.1738250"",""-122.2814790""]}]",San Francisco County,200 block of Scherwin St,1,3,0,0,0,6075
1824979,2020-10-15T00:00:00Z,Louisiana,Lafayette,"[{""place_id"":293550403,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131949,""lat"":""30.2262187"",""lon"":""-92.0178202"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5633403977637038,""addresstype"":""city"",""name"":""Lafayette"",""display_name"":""Lafayette, Lafayette Parish, Louisiana, United States"",""boundingbox"":[""30.1239592"",""30.2964622"",""-92.1077963"",""-91.9713333""]}]",Lafayette Parish,100 block of Laser Ln,2,2,0,0,1,22055
1825896,2020-10-15T00:00:00Z,Maryland,Baltimore,"[{""place_id"":398395451,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",Baltimore County,2900 block of Westwood Ave,0,7,0,0,0,24005
1824073,2020-10-14T00:00:00Z,Pennsylvania,Philadelphia,"[{""place_id"":313758426,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",Philadelphia County,3900 block of  Buist Ave,0,4,0,0,0,42101
1821574,2020-10-12T00:00:00Z,South Carolina,Myrtle Beach,"[{""place_id"":832288,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":193842,""lat"":""33.6956461"",""lon"":""-78.8900409"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4900085412740478,""addresstype"":""city"",""name"":""Myrtle Beach"",""display_name"":""Myrtle Beach, Horry County, South Carolina, 29577, United States"",""boundingbox"":[""33.6473768"",""33.7912550"",""-78.9780240"",""-78.7854686""]}]",Horry County,1012 US-501,2,3,0,0,2,45051
1821496,2020-10-11T00:00:00Z,Georgia,Atlanta,"[{""place_id"":327408474,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119557,""lat"":""33.7489924"",""lon"":""-84.3902644"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7425328777265271,""addresstype"":""city"",""name"":""Atlanta"",""display_name"":""Atlanta, Fulton County, Georgia, United States"",""boundingbox"":[""33.6478080"",""33.8868230"",""-84.5510680"",""-84.2895600""]}]",Fulton County,330 W Peachtree St NW,0,4,0,0,0,13121
1820156,2020-10-10T00:00:00Z,Illinois,Chicago,"[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Cook County,100 block of S Keeler Ave,1,3,0,0,0,17031
1823101,2020-10-10T00:00:00Z,South Carolina,Kingstree,"[{""place_id"":299536475,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":194072,""lat"":""33.6676643"",""lon"":""-79.8306265"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3913126699881318,""addresstype"":""town"",""name"":""Kingstree"",""display_name"":""Kingstree, Williamsburg County, South Carolina, United States"",""boundingbox"":[""33.6487310"",""33.6851480"",""-79.8474500"",""-79.8134310""]}]",Williamsburg County,55 Williamsburg County Hwy,0,8,0,0,1,45089
1818055,2020-10-08T00:00:00Z,Pennsylvania,Philadelphia,"[{""place_id"":313758426,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",Philadelphia County,4935 Frankford Ave,1,6,0,0,0,42101
1816799,2020-10-07T00:00:00Z,Alaska,Anchorage,"[{""place_id"":32595389,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2605259,""lat"":""61.2163129"",""lon"":""-149.894852"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.611776059688035,""addresstype"":""city"",""name"":""Anchorage"",""display_name"":""Anchorage, Alaska, United States"",""boundingbox"":[""60.7330070"",""61.4839380"",""-150.4206150"",""-148.4623960""]}]",Anchorage Municipality,200 block of McCarrey St,1,4,0,0,0,2020
1817184,2020-10-07T00:00:00Z,New York,Brooklyn,"[{""place_id"":311496485,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":9691750,""lat"":""40.6526006"",""lon"":""-73.9497211"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.6763798530914006,""addresstype"":""suburb"",""name"":""Brooklyn"",""display_name"":""Brooklyn, Kings County, City of New York, New York, United States"",""boundingbox"":[""40.5503390"",""40.7394340"",""-74.0566880"",""-73.8329450""]}]",Kings County,181 Hegeman Ave,1,3,0,0,0,36047
1815308,2020-10-05T00:00:00Z,District of Columbia,Washington,"[{""place_id"":303031573,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":5396194,""lat"":""38.8950368"",""lon"":""-77.0365427"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.8030666834340177,""addresstype"":""city"",""name"":""Washington"",""display_name"":""Washington, District of Columbia, United States"",""boundingbox"":[""38.7916303"",""38.9959680"",""-77.1197949"",""-76.9093660""]}]",District of Columbia,400 block of Orange St SE,1,3,0,0,0,11000
1814148,2020-10-04T00:00:00Z,Georgia,Atlanta,"[{""place_id"":327408474,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119557,""lat"":""33.7489924"",""lon"":""-84.3902644"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7425328777265271,""addresstype"":""city"",""name"":""Atlanta"",""display_name"":""Atlanta, Fulton County, Georgia, United States"",""boundingbox"":[""33.6478080"",""33.8868230"",""-84.5510680"",""-84.2895600""]}]",Fulton County,1570 Joseph E Boone Blvd NW,1,3,0,2,2,13121
1813872,2020-10-04T00:00:00Z,Indiana,Indianapolis,"[{""place_id"":323935137,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1812962,""lat"":""39.7683331"",""lon"":""-86.1583502"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6876892656703354,""addresstype"":""city"",""name"":""Indianapolis"",""display_name"":""Indianapolis, Marion County, Indiana, United States"",""boundingbox"":[""39.6321626"",""39.9275253"",""-86.3281207"",""-85.9380401""]}]",Marion County,5462 Massachusetts Ave,3,4,0,0,0,18097
1813583,2020-10-03T00:00:00Z,California,Sacramento,"[{""place_id"":311205985,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":6232940,""lat"":""38.5810606"",""lon"":""-121.493895"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6718555968871607,""addresstype"":""city"",""name"":""Sacramento"",""display_name"":""Sacramento, Sacramento County, California, United States"",""boundingbox"":[""38.4375740"",""38.6855060"",""-121.5601200"",""-121.3627400""]}]",Sacramento County,Roanoke Ave and Haywood St,1,3,0,0,1,6067
1813306,2020-10-03T00:00:00Z,Tennessee,Clarksville,"[{""place_id"":323310888,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":196122,""lat"":""36.5277607"",""lon"":""-87.3588703"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5018866032593436,""addresstype"":""city"",""name"":""Clarksville"",""display_name"":""Clarksville, Montgomery County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""36.4786409"",""36.6417648"",""-87.4823660"",""-87.2055556""]}]",Montgomery County,100 block of Tiny Town Rd,0,5,0,0,0,47125
1812972,2020-10-02T00:00:00Z,California,Los Angeles,"[{""place_id"":397953489,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":207359,""lat"":""34.0536909"",""lon"":""-118.242766"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8280182952483853,""addresstype"":""city"",""name"":""Los Angeles"",""display_name"":""Los Angeles, Los Angeles County, California, United States"",""boundingbox"":[""33.6595410"",""34.3373060"",""-118.6681798"",""-118.1552983""]}]",Los Angeles County,51st St and Hoover St,0,4,0,0,0,6037
1812838,2020-10-02T00:00:00Z,Washington,Seattle,"[{""place_id"":312486081,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":237385,""lat"":""47.6038321"",""lon"":""-122.330062"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7256641497695181,""addresstype"":""city"",""name"":""Seattle"",""display_name"":""Seattle, King County, Washington, United States"",""boundingbox"":[""47.4810022"",""47.7341354"",""-122.4596960"",""-122.2244330""]}]",King County,9700 block of 59th Ave S,0,4,0,0,0,53033
1812049,2020-10-01T00:00:00Z,Michigan,Detroit,"[{""place_id"":24317241,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":134591,""lat"":""42.3315509"",""lon"":""-83.0466403"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7234767315422267,""addresstype"":""city"",""name"":""Detroit"",""display_name"":""Detroit, Wayne County, Michigan, United States"",""boundingbox"":[""42.2551920"",""42.4503959"",""-83.2879590"",""-82.9104391""]}]",Wayne County,15018 Houston Whittier St,0,5,0,0,0,26163
1810696,2020-09-30T00:00:00Z,North Carolina,Greensboro,"[{""place_id"":3452633,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180261,""lat"":""36.0726355"",""lon"":""-79.7919754"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.566730143179457,""addresstype"":""city"",""name"":""Greensboro"",""display_name"":""Greensboro, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9758146"",""36.2153577"",""-80.0178840"",""-79.6211660""]}]",Guilford County,700 block of Milton St,0,4,0,0,0,37081
1810881,2020-09-30T00:00:00Z,Florida,Jacksonville,"[{""place_id"":292293232,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119008,""lat"":""30.3321838"",""lon"":""-81.655651"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6552205349164156,""addresstype"":""city"",""name"":""Jacksonville"",""display_name"":""Jacksonville, Duval County, Florida, United States"",""boundingbox"":[""30.1037480"",""30.5862095"",""-82.0493895"",""-81.3167120""]}]",Duval County,12517 Beach Blvd,0,4,0,0,0,12031
